code,city,city_restaurants_url,restaurant_name,restaurant_url
,,,Pizzeria  Batti 5,https://glovoapp/es/sgr/store/pizzeria-batti-5-seg/
,,,Kirin,https://glovoapp/es/sgr/store/kirin-sgr/
FNG,Fuengirola,https://glovoapp.com/es/FNG/category/RESTAURANT/,,
,,,Cece e Simo,https://glovoapp/es/bgy/store/cece-e-simo-bgy/
,,,Bella Napoli 5.0,https://glovoapp/es/bgy/store/bella-napoli-50-bgy/
,,,Chicken & Burger,https://glovoapp/es/bgy/store/chicken-and-burger-bgy/
,,,Tamer Kebap,https://glovoapp/es/bgy/store/tamer-kebap-bgy/
,,,Shen,https://glovoapp/es/bgy/store/shen-bgy/
,,,El Boss del Taco,https://glovoapp/es/bgy/store/el-boss-del-taco-bgy/
,,,Wok Street,https://glovoapp/es/bgy/store/wok--street-bgy/
,,,Pizza Royal,https://glovoapp/es/bgy/store/pizza-royal-bgy/
,,,Pizzeria Boccaleone,https://glovoapp/es/bgy/store/pizzeria-boccaleone-bgy/
,,,Lo Scalo dei Sapori Ristorante Pizzeria,https://glovoapp/es/bgy/store/lo-scalo-dei-sapori-ristorante-pizzeria-bgy/
,,,Taverna Valtellinese,https://glovoapp/es/bgy/store/taverna-valtellinese-bgy/
,,,Pizza paglia,https://glovoapp/es/bgy/store/pizza-paglia-bgy/
,,,Kebab Campioni,https://glovoapp/es/bgy/store/kebabcampioni/
,,,Magn e Statt Zitt,https://glovoapp/es/bgy/store/magn-e-statt-zitt-bergamo/
,,,Forneria Rota,https://glovoapp/es/bgy/store/forneria-rota--bgy/
,,,L'è Bù,https://glovoapp/es/bgy/store/le-bu-bgy/
,,,Okai Maki,https://glovoapp/es/bgy/store/okai-maki-bgy/
,,,Gusto Kebab,https://glovoapp/es/bgy/store/gusto-kebab-bgy/
,,,Rookie Burger & Coffee,https://glovoapp/es/bgy/store/rookie-burger---bgy/
,,,Pizza Kebab Aladino,https://glovoapp/es/bgy/store/pizza-kebab-aladino-bgy/
,,,Ristorante tehran,https://glovoapp/es/sgr/store/ristorante-tehran-mil/
,,,Roccocò Pizzeria,https://glovoapp/es/sgr/store/roccoco-pizzeria-sgr/
,,,Olivs,https://glovoapp/es/sgr/store/olivs-sgr/
,,,Hachi Jap,https://glovoapp/es/sgr/store/hachi-jap-sgr/
,,,Il buono della pizza,https://glovoapp/es/sgr/store/il-buono-della-pizza-sgr/
,,,Burger King,https://glovoapp/es/fng/store/burger-king-fuengirola/
,,,KFC,https://glovoapp/es/fng/store/kfc-fuengirola/
,,,Lorena Café ,https://glovoapp/es/fng/store/lorena-cafe-fuengirola/
,,,Telepizza,https://glovoapp/es/fng/store/telepizza-fuengirola/
,,,PadThaiWok,https://glovoapp/es/fng/store/padthaiwok-fuengirola/
,,,El Taconacho,https://glovoapp/es/fng/store/el-taconacho-fuengirola/
,,,Pizza Mania,https://glovoapp/es/fng/store/pizza-mania-fuengirola/
,,,Hawaii Poke ,https://glovoapp/es/bgy/store/hawaii-poke--bgy-/
,,,Pizza on the road,https://glovoapp/es/bgy/store/pizza-on-the-road-bgy/
,,,Haki Fusion,https://glovoapp/es/bgy/store/haki-fusion-24121/
,,,Pizzeria Nuovo Forno 1,https://glovoapp/es/bgy/store/pizzeria-nuovo-forno-1-bgy/
,,,Take a Piada,https://glovoapp/es/bgy/store/take-a-piada--bgy/
,,,OSTERIA ALTA,https://glovoapp/es/bgy/store/osteria-alta-bgy/
,,,Marechiaro,https://glovoapp/es/bgy/store/marechiaro-bgy/
,,,Da Franco Restaurant,https://glovoapp/es/bgy/store/da-franco-restaurant/
,,,Mimmo Kebab,https://glovoapp/es/bgy/store/mimmo-kebab-bgy/
,,,Aladino Fritti & Piadine,https://glovoapp/es/bgy/store/aladino-fritti-and-piadine-bgy/
,,,Sushify Restaurant,https://glovoapp/es/bgy/store/sushify-restaurant-bgy/
,,,Vasinikò,https://glovoapp/es/bgy/store/vasiniko--bgy/
,,,miscusi,https://glovoapp/es/bgy/store/miscusi-bgy/
,,,Goss,https://glovoapp/es/bgy/store/goss/
,,,"Mandorlacchio, gelateria artigianale",https://glovoapp/es/bgy/store/mandorlacchio-gelateria-artigianale-bgy/
,,,Asador Los Pacos,https://glovoapp/es/fng/store/asador-los-pacos-fuengirola/
,,,Mahalo Poke,https://glovoapp/es/fng/store/mahalo-poke-fuengirola/
,,,Ifood Comida Sobre Ruedas,https://glovoapp/es/fng/store/ifood-comida-sobre-ruedas-fuengirola/
,,,Pizza Fon,https://glovoapp/es/fng/store/pizza-fon-fuengirola/
,,,Kokoro Asian Cuisine,https://glovoapp/es/fng/store/kokoro-fuengirola/
,,,La Bruschetteria,https://glovoapp/es/fng/store/la-bruschetteria-fuengirola/
,,,Lettus,https://glovoapp/es/fng/store/lettus-fuengirola/
